ID,Address,Beds,Bath,Area,Date,Action,Amount,Rate_sqft,Source
366,2722-Millbrae-Way_San-Jose_CA_95121_M14022-22727,2bed,1bath,992sqft,10-10-2020,Listed,"$698,000",$703,BayEast
367,2722-Millbrae-Way_San-Jose_CA_95121_M14022-22727,2bed,1bath,992sqft,10-09-2020,Listed,"$698,000",$703,MLSListings
368,2722-Millbrae-Way_San-Jose_CA_95121_M14022-22727,2bed,1bath,992sqft,06/24/1976,Sold,"$35,500",$35,Public Record
369,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",10-08-2020,Listed,"$599,888",$422,MLSListings
370,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",06/20/2017,Sold,"$580,000",$408,MLSListings
371,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",05/16/2017,Price Changed,"$579,999",$408,MLSListings
372,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",04/13/2017,Listed,"$599,999",$422,MLSListings
373,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",06/23/2014,Sold,"$410,000",$288,MLSListings
374,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",05/22/2014,Price Changed,"$399,950",$281,MLSListings
375,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",05-01-2014,Listed,"$420,000",$295,MLSListings
376,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",05-01-2014,Listed,"$419,950",$295,MLSListings
377,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",,,,,
378,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",,,,,
379,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",,,,,
380,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",,,,,
381,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",,,,,
382,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",10-08-2020,Listed,"$599,888",$422,MLSListings
383,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",06/20/2017,Sold,"$580,000",$408,MLSListings
384,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",05/16/2017,Price Changed,"$579,999",$408,MLSListings
385,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",04/13/2017,Listed,"$599,999",$422,MLSListings
386,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",06/23/2014,Sold,"$410,000",$288,MLSListings
387,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",05/22/2014,Price Changed,"$399,950",$281,MLSListings
388,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",05-01-2014,Listed,"$420,000",$295,MLSListings
389,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",05-01-2014,Listed,"$419,950",$295,MLSListings
390,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",,,,,
391,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",,,,,
392,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",,,,,
393,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",,,,,
394,554-Toyon-Ave-Apt-11_San-Jose_CA_95127_M12983-88438,3bed,2bath,"1,419sqft",,,,,
395,7365-Forsum-Rd_San-Jose_CA_95138_M17440-53771,4bed,3bath,"1,827sqft",10-07-2020,Listed,"$1,049,888",$574,BayEast
396,7365-Forsum-Rd_San-Jose_CA_95138_M17440-53771,4bed,3bath,"1,827sqft",10/29/2014,Listed,"$749,888",-,ContraCosta
397,7365-Forsum-Rd_San-Jose_CA_95138_M17440-53771,4bed,3bath,"1,827sqft",09/18/2008,Sold,"$580,000",$317,Public Record
398,7365-Forsum-Rd_San-Jose_CA_95138_M17440-53771,4bed,3bath,"1,827sqft",09/29/2006,Sold,"$760,000",$415,Public Record
399,7365-Forsum-Rd_San-Jose_CA_95138_M17440-53771,4bed,3bath,"1,827sqft",01-08-2004,Sold,"$515,000",$281,Public Record
400,7365-Forsum-Rd_San-Jose_CA_95138_M17440-53771,4bed,3bath,"1,827sqft",11-10-1998,Sold,"$354,000",$193,Public Record
401,7365-Forsum-Rd_San-Jose_CA_95138_M17440-53771,4bed,3bath,"1,827sqft",11/27/1991,Sold,"$291,500",$159,Public Record
402,7365-Forsum-Rd_San-Jose_CA_95138_M17440-53771,4bed,3bath,"1,827sqft",10-07-2020,Listed,"$1,049,888",$574,BayEast
403,7365-Forsum-Rd_San-Jose_CA_95138_M17440-53771,4bed,3bath,"1,827sqft",10/29/2014,Listed,"$749,888",-,ContraCosta
404,7365-Forsum-Rd_San-Jose_CA_95138_M17440-53771,4bed,3bath,"1,827sqft",09/18/2008,Sold,"$580,000",$317,Public Record
405,7365-Forsum-Rd_San-Jose_CA_95138_M17440-53771,4bed,3bath,"1,827sqft",09/29/2006,Sold,"$760,000",$415,Public Record
406,7365-Forsum-Rd_San-Jose_CA_95138_M17440-53771,4bed,3bath,"1,827sqft",01-08-2004,Sold,"$515,000",$281,Public Record
407,7365-Forsum-Rd_San-Jose_CA_95138_M17440-53771,4bed,3bath,"1,827sqft",11-10-1998,Sold,"$354,000",$193,Public Record
408,7365-Forsum-Rd_San-Jose_CA_95138_M17440-53771,4bed,3bath,"1,827sqft",11/27/1991,Sold,"$291,500",$159,Public Record
409,413-Cloverdale-Ln_Campbell_CA_95008_M15940-34902,3bed,2.5bath,"1,988sqft",10-08-2020,Listed,"$1,698,000",$854,MLSListings
410,413-Cloverdale-Ln_Campbell_CA_95008_M15940-34902,3bed,2.5bath,"1,988sqft",04-10-2014,Sold,"$985,000",$603,Public Record
411,413-Cloverdale-Ln_Campbell_CA_95008_M15940-34902,3bed,2.5bath,"1,988sqft",10/21/2004,Sold,"$707,000",$433,Public Record
412,413-Cloverdale-Ln_Campbell_CA_95008_M15940-34902,3bed,2.5bath,"1,988sqft",08/18/1999,Sold,"$420,000",$257,Public Record
413,413-Cloverdale-Ln_Campbell_CA_95008_M15940-34902,3bed,2.5bath,"1,988sqft",10-08-2020,Listed,"$1,698,000",$854,MLSListings
414,413-Cloverdale-Ln_Campbell_CA_95008_M15940-34902,3bed,2.5bath,"1,988sqft",04-10-2014,Sold,"$985,000",$603,Public Record
415,413-Cloverdale-Ln_Campbell_CA_95008_M15940-34902,3bed,2.5bath,"1,988sqft",10/21/2004,Sold,"$707,000",$433,Public Record
416,413-Cloverdale-Ln_Campbell_CA_95008_M15940-34902,3bed,2.5bath,"1,988sqft",08/18/1999,Sold,"$420,000",$257,Public Record
417,426-Chestnut-Park-Ct_San-Jose_CA_95136_M20923-33046,4bed,2.5bath,"2,124sqft",10-09-2020,Listed,"$1,128,888",$531,MLSListings
418,426-Chestnut-Park-Ct_San-Jose_CA_95136_M20923-33046,4bed,2.5bath,"2,124sqft",05-07-2014,Sold,"$800,000",$376,MLSListings
419,426-Chestnut-Park-Ct_San-Jose_CA_95136_M20923-33046,4bed,2.5bath,"2,124sqft",04-11-2014,Listed,"$815,000",$383,MLSListings
420,426-Chestnut-Park-Ct_San-Jose_CA_95136_M20923-33046,4bed,2.5bath,"2,124sqft",10-09-2020,Listed,"$1,128,888",$531,MLSListings
421,426-Chestnut-Park-Ct_San-Jose_CA_95136_M20923-33046,4bed,2.5bath,"2,124sqft",05-07-2014,Sold,"$800,000",$376,MLSListings
422,426-Chestnut-Park-Ct_San-Jose_CA_95136_M20923-33046,4bed,2.5bath,"2,124sqft",04-11-2014,Listed,"$815,000",$383,MLSListings
423,5726-San-Lorenzo-Dr_San-Jose_CA_95123_M21223-33353,4bed,2bath,"1,530sqft",10-08-2020,Listed,"$869,000",$567,MLSListings
424,5726-San-Lorenzo-Dr_San-Jose_CA_95123_M21223-33353,4bed,2bath,"1,530sqft",10-08-2020,Listed,"$869,000",$567,MLSListings
425,3306-Mosscreek-Ln_San-Jose_CA_95121_M22481-10984,2bed,1.5bath,"1,008sqft",10-09-2020,Listed,"$555,000",$550,MLSListings
426,3306-Mosscreek-Ln_San-Jose_CA_95121_M22481-10984,2bed,1.5bath,"1,008sqft",12-05-2003,Sold,"$313,000",$310,Public Record
427,3306-Mosscreek-Ln_San-Jose_CA_95121_M22481-10984,2bed,1.5bath,"1,008sqft",12/19/1990,Sold,"$132,000",$130,Public Record
428,3306-Mosscreek-Ln_San-Jose_CA_95121_M22481-10984,2bed,1.5bath,"1,008sqft",06/21/1988,Sold,"$98,000",$97,Public Record
429,3306-Mosscreek-Ln_San-Jose_CA_95121_M22481-10984,2bed,1.5bath,"1,008sqft",10-09-2020,Listed,"$555,000",$550,MLSListings
430,3306-Mosscreek-Ln_San-Jose_CA_95121_M22481-10984,2bed,1.5bath,"1,008sqft",12-05-2003,Sold,"$313,000",$310,Public Record
431,3306-Mosscreek-Ln_San-Jose_CA_95121_M22481-10984,2bed,1.5bath,"1,008sqft",12/19/1990,Sold,"$132,000",$130,Public Record
432,3306-Mosscreek-Ln_San-Jose_CA_95121_M22481-10984,2bed,1.5bath,"1,008sqft",06/21/1988,Sold,"$98,000",$97,Public Record
433,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",10-08-2020,Listed,"$959,000",$705,MLSListings
434,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",01/13/2014,Sold,"$511,000",$375,MLSListings
435,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",06/18/2013,Sold,"$511,000",$375,Public Record
436,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",05-09-2013,Listed,"$500,000",$367,MLSListings
437,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",03/18/2011,Sold,"$430,000",$316,MLSListings
438,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",04/30/2010,Price Changed,"$425,000",$312,MLSListings
439,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",04/19/2010,Price Changed,"$446,000",$327,MLSListings
440,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",03/30/2010,Listed,"$464,000",$341,MLSListings
441,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",,,,,
442,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",,,,,
443,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",,,,,
444,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",,,,,
445,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",10-08-2020,Listed,"$959,000",$705,MLSListings
446,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",01/13/2014,Sold,"$511,000",$375,MLSListings
447,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",06/18/2013,Sold,"$511,000",$375,Public Record
448,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",05-09-2013,Listed,"$500,000",$367,MLSListings
449,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",03/18/2011,Sold,"$430,000",$316,MLSListings
450,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",04/30/2010,Price Changed,"$425,000",$312,MLSListings
451,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",04/19/2010,Price Changed,"$446,000",$327,MLSListings
452,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",03/30/2010,Listed,"$464,000",$341,MLSListings
453,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",,,,,
454,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",,,,,
455,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",,,,,
456,36-Avenida-Espana_San-Jose_CA_95139_M19818-07335,4bed,1.5bath,"1,360sqft",,,,,
457,88-E-San-Fernando-St-Unit-1806_San-Jose_CA_95113_M14260-94542,Studio,1bath,673sqft,10-10-2020,Listed,"$589,000",$875,SanFrancisco
458,88-E-San-Fernando-St-Unit-1806_San-Jose_CA_95113_M14260-94542,Studio,1bath,673sqft,10-09-2020,Listed,"$589,000",$875,MLSListings
459,88-E-San-Fernando-St-Unit-1806_San-Jose_CA_95113_M14260-94542,Studio,1bath,673sqft,09/19/2012,Sold,"$338,000",$502,Public Record
460,88-E-San-Fernando-St-Unit-1806_San-Jose_CA_95113_M14260-94542,Studio,1bath,673sqft,10-10-2020,Listed,"$589,000",$875,SanFrancisco
461,88-E-San-Fernando-St-Unit-1806_San-Jose_CA_95113_M14260-94542,Studio,1bath,673sqft,10-09-2020,Listed,"$589,000",$875,MLSListings
462,88-E-San-Fernando-St-Unit-1806_San-Jose_CA_95113_M14260-94542,Studio,1bath,673sqft,09/19/2012,Sold,"$338,000",$502,Public Record
463,3449-Cedardale-Dr_San-Jose_CA_95148_M15006-50304,4bed,2.5bath,"2,516sqft",10-09-2020,Listed,"$1,348,000",$535,BayEast
464,3449-Cedardale-Dr_San-Jose_CA_95148_M15006-50304,4bed,2.5bath,"2,516sqft",10-09-2020,Listed,"$1,348,000",$535,MLSListings
465,3449-Cedardale-Dr_San-Jose_CA_95148_M15006-50304,4bed,2.5bath,"2,516sqft",04/24/1997,Sold,"$379,000",$150,Public Record
466,3449-Cedardale-Dr_San-Jose_CA_95148_M15006-50304,4bed,2.5bath,"2,516sqft",12-03-1993,Sold,"$330,000",$131,Public Record
467,3449-Cedardale-Dr_San-Jose_CA_95148_M15006-50304,4bed,2.5bath,"2,516sqft",10-09-2020,Listed,"$1,348,000",$535,BayEast
468,3449-Cedardale-Dr_San-Jose_CA_95148_M15006-50304,4bed,2.5bath,"2,516sqft",10-09-2020,Listed,"$1,348,000",$535,MLSListings
469,3449-Cedardale-Dr_San-Jose_CA_95148_M15006-50304,4bed,2.5bath,"2,516sqft",04/24/1997,Sold,"$379,000",$150,Public Record
470,3449-Cedardale-Dr_San-Jose_CA_95148_M15006-50304,4bed,2.5bath,"2,516sqft",12-03-1993,Sold,"$330,000",$131,Public Record
471,5262-Camden-Ave_San-Jose_CA_95124_M13091-53221,3bed,2bath,"1,372sqft",10-08-2020,Listed,"$1,249,000",$910,MLSListings
472,5262-Camden-Ave_San-Jose_CA_95124_M13091-53221,3bed,2bath,"1,372sqft",12-08-2016,Sold,"$755,000",$550,MLSListings
473,5262-Camden-Ave_San-Jose_CA_95124_M13091-53221,3bed,2bath,"1,372sqft",09/19/2016,Sold,"$755,100",$550,Public Record
474,5262-Camden-Ave_San-Jose_CA_95124_M13091-53221,3bed,2bath,"1,372sqft",08/19/2016,Price Changed,"$749,999",$546,MLSListings
475,5262-Camden-Ave_San-Jose_CA_95124_M13091-53221,3bed,2bath,"1,372sqft",07/25/2016,Listed,"$899,000",$655,MLSListings
476,5262-Camden-Ave_San-Jose_CA_95124_M13091-53221,3bed,2bath,"1,372sqft",01/21/1977,Sold,"$54,000",$39,Public Record
477,5262-Camden-Ave_San-Jose_CA_95124_M13091-53221,3bed,2bath,"1,372sqft",10-08-2020,Listed,"$1,249,000",$910,MLSListings
478,5262-Camden-Ave_San-Jose_CA_95124_M13091-53221,3bed,2bath,"1,372sqft",12-08-2016,Sold,"$755,000",$550,MLSListings
479,5262-Camden-Ave_San-Jose_CA_95124_M13091-53221,3bed,2bath,"1,372sqft",09/19/2016,Sold,"$755,100",$550,Public Record
480,5262-Camden-Ave_San-Jose_CA_95124_M13091-53221,3bed,2bath,"1,372sqft",08/19/2016,Price Changed,"$749,999",$546,MLSListings
481,5262-Camden-Ave_San-Jose_CA_95124_M13091-53221,3bed,2bath,"1,372sqft",07/25/2016,Listed,"$899,000",$655,MLSListings
482,5262-Camden-Ave_San-Jose_CA_95124_M13091-53221,3bed,2bath,"1,372sqft",01/21/1977,Sold,"$54,000",$39,Public Record
483,2730-Viterbo-Ct-Unit-2_San-Jose_CA_95111_M97660-74744,2bed,2.5bath,"1,303sqft",10-10-2020,Listed,"$739,000",$567,BayEast
484,2730-Viterbo-Ct-Unit-2_San-Jose_CA_95111_M97660-74744,2bed,2.5bath,"1,303sqft",10-10-2020,Listed,"$739,000",$567,MLSListings
485,2730-Viterbo-Ct-Unit-2_San-Jose_CA_95111_M97660-74744,2bed,2.5bath,"1,303sqft",08/20/2020,Listed,"$749,000",$574,MLSListings
486,2730-Viterbo-Ct-Unit-2_San-Jose_CA_95111_M97660-74744,2bed,2.5bath,"1,303sqft",08/19/2020,Price Changed,"$749,000",$574,BayEast
487,2730-Viterbo-Ct-Unit-2_San-Jose_CA_95111_M97660-74744,2bed,2.5bath,"1,303sqft",07/30/2020,Listed,"$759,000",$582,BayEast
488,2730-Viterbo-Ct-Unit-2_San-Jose_CA_95111_M97660-74744,2bed,2.5bath,"1,303sqft",10-10-2020,Listed,"$739,000",$567,BayEast
489,2730-Viterbo-Ct-Unit-2_San-Jose_CA_95111_M97660-74744,2bed,2.5bath,"1,303sqft",10-10-2020,Listed,"$739,000",$567,MLSListings
490,2730-Viterbo-Ct-Unit-2_San-Jose_CA_95111_M97660-74744,2bed,2.5bath,"1,303sqft",08/20/2020,Listed,"$749,000",$574,MLSListings
491,2730-Viterbo-Ct-Unit-2_San-Jose_CA_95111_M97660-74744,2bed,2.5bath,"1,303sqft",08/19/2020,Price Changed,"$749,000",$574,BayEast
492,2730-Viterbo-Ct-Unit-2_San-Jose_CA_95111_M97660-74744,2bed,2.5bath,"1,303sqft",07/30/2020,Listed,"$759,000",$582,BayEast
493,427-Coakley-Dr_San-Jose_CA_95117_M19797-52634,3bed,2bath,"1,488sqft",10-08-2020,Listed,"$1,225,000",$823,BayEast
494,427-Coakley-Dr_San-Jose_CA_95117_M19797-52634,3bed,2bath,"1,488sqft",07/23/2020,Price Changed,"$1,299,000",$872,MLSListings
495,427-Coakley-Dr_San-Jose_CA_95117_M19797-52634,3bed,2bath,"1,488sqft",07-11-2020,Price Changed,"$1,380,000",$927,MLSListings
496,427-Coakley-Dr_San-Jose_CA_95117_M19797-52634,3bed,2bath,"1,488sqft",06/27/2020,Listed,"$1,400,000",$940,MLSListings
497,427-Coakley-Dr_San-Jose_CA_95117_M19797-52634,3bed,2bath,"1,488sqft",03/29/2020,Listed,"$1,450,000",$974,MLSListings
498,427-Coakley-Dr_San-Jose_CA_95117_M19797-52634,3bed,2bath,"1,488sqft",12-11-2019,Relisted,"$1,510,000","$1,014",MLSListings
499,427-Coakley-Dr_San-Jose_CA_95117_M19797-52634,3bed,2bath,"1,488sqft",12-11-2019,Price Changed,"$1,510,000","$1,014",CRMLS
500,427-Coakley-Dr_San-Jose_CA_95117_M19797-52634,3bed,2bath,"1,488sqft",12-10-2019,Listed,"$1,450,000",$974,CRMLS
501,427-Coakley-Dr_San-Jose_CA_95117_M19797-52634,3bed,2bath,"1,488sqft",,,,,
502,427-Coakley-Dr_San-Jose_CA_95117_M19797-52634,3bed,2bath,"1,488sqft",,,,,
503,427-Coakley-Dr_San-Jose_CA_95117_M19797-52634,3bed,2bath,"1,488sqft",10-08-2020,Listed,"$1,225,000",$823,BayEast
504,427-Coakley-Dr_San-Jose_CA_95117_M19797-52634,3bed,2bath,"1,488sqft",07/23/2020,Price Changed,"$1,299,000",$872,MLSListings
505,427-Coakley-Dr_San-Jose_CA_95117_M19797-52634,3bed,2bath,"1,488sqft",07-11-2020,Price Changed,"$1,380,000",$927,MLSListings
506,427-Coakley-Dr_San-Jose_CA_95117_M19797-52634,3bed,2bath,"1,488sqft",06/27/2020,Listed,"$1,400,000",$940,MLSListings
507,427-Coakley-Dr_San-Jose_CA_95117_M19797-52634,3bed,2bath,"1,488sqft",03/29/2020,Listed,"$1,450,000",$974,MLSListings
508,427-Coakley-Dr_San-Jose_CA_95117_M19797-52634,3bed,2bath,"1,488sqft",12-11-2019,Relisted,"$1,510,000","$1,014",MLSListings
509,427-Coakley-Dr_San-Jose_CA_95117_M19797-52634,3bed,2bath,"1,488sqft",12-11-2019,Price Changed,"$1,510,000","$1,014",CRMLS
510,427-Coakley-Dr_San-Jose_CA_95117_M19797-52634,3bed,2bath,"1,488sqft",12-10-2019,Listed,"$1,450,000",$974,CRMLS
511,427-Coakley-Dr_San-Jose_CA_95117_M19797-52634,3bed,2bath,"1,488sqft",,,,,
512,427-Coakley-Dr_San-Jose_CA_95117_M19797-52634,3bed,2bath,"1,488sqft",,,,,
513,1068-Bigleaf-Pl-Unit-302_San-Jose_CA_95131_M26356-86014,3bed,2.5bath,"1,850sqft",10-07-2020,Listed,"$1,098,888",$593,MLSListings
514,1068-Bigleaf-Pl-Unit-302_San-Jose_CA_95131_M26356-86014,3bed,2.5bath,"1,850sqft",10-07-2020,Listed,"$1,098,888",$593,MLSListings
515,410-Auburn-Way-Apt-26_San-Jose_CA_95129_M11039-22155,2bed,1.5bath,"1,099sqft",10/13/2020,Listed,"$588,000",$535,MLSListings
516,410-Auburn-Way-Apt-26_San-Jose_CA_95129_M11039-22155,2bed,1.5bath,"1,099sqft",03-04-2015,Sold,"$476,000",$433,MLSListings
517,410-Auburn-Way-Apt-26_San-Jose_CA_95129_M11039-22155,2bed,1.5bath,"1,099sqft",12-12-2014,Listed,"$450,000",$409,MLSListings
518,410-Auburn-Way-Apt-26_San-Jose_CA_95129_M11039-22155,2bed,1.5bath,"1,099sqft",12-12-2014,Listed,"$450,000",$409,MLSListings
519,410-Auburn-Way-Apt-26_San-Jose_CA_95129_M11039-22155,2bed,1.5bath,"1,099sqft",05/23/2008,Sold,"$320,000",$291,Public Record
520,410-Auburn-Way-Apt-26_San-Jose_CA_95129_M11039-22155,2bed,1.5bath,"1,099sqft",10/24/2000,Sold,"$280,000",$254,Public Record
521,410-Auburn-Way-Apt-26_San-Jose_CA_95129_M11039-22155,2bed,1.5bath,"1,099sqft",02-06-1996,Sold,"$91,000",$82,Public Record
522,410-Auburn-Way-Apt-26_San-Jose_CA_95129_M11039-22155,2bed,1.5bath,"1,099sqft",09/30/1988,Sold,"$91,000",$82,Public Record
523,410-Auburn-Way-Apt-26_San-Jose_CA_95129_M11039-22155,2bed,1.5bath,"1,099sqft",10/13/2020,Listed,"$588,000",$535,MLSListings
524,410-Auburn-Way-Apt-26_San-Jose_CA_95129_M11039-22155,2bed,1.5bath,"1,099sqft",03-04-2015,Sold,"$476,000",$433,MLSListings
525,410-Auburn-Way-Apt-26_San-Jose_CA_95129_M11039-22155,2bed,1.5bath,"1,099sqft",12-12-2014,Listed,"$450,000",$409,MLSListings
526,410-Auburn-Way-Apt-26_San-Jose_CA_95129_M11039-22155,2bed,1.5bath,"1,099sqft",12-12-2014,Listed,"$450,000",$409,MLSListings
527,410-Auburn-Way-Apt-26_San-Jose_CA_95129_M11039-22155,2bed,1.5bath,"1,099sqft",05/23/2008,Sold,"$320,000",$291,Public Record
528,410-Auburn-Way-Apt-26_San-Jose_CA_95129_M11039-22155,2bed,1.5bath,"1,099sqft",10/24/2000,Sold,"$280,000",$254,Public Record
529,410-Auburn-Way-Apt-26_San-Jose_CA_95129_M11039-22155,2bed,1.5bath,"1,099sqft",02-06-1996,Sold,"$91,000",$82,Public Record
530,410-Auburn-Way-Apt-26_San-Jose_CA_95129_M11039-22155,2bed,1.5bath,"1,099sqft",09/30/1988,Sold,"$91,000",$82,Public Record
531,1495-Lee-Pl_San-Jose_CA_95131_M22858-02593,3bed,2.5bath,"1,671sqft",10-07-2020,Listed,"$998,000",$597,MLSListings
532,1495-Lee-Pl_San-Jose_CA_95131_M22858-02593,3bed,2.5bath,"1,671sqft",07-08-2020,Listed,"$1,035,000",$619,MLSListings
533,1495-Lee-Pl_San-Jose_CA_95131_M22858-02593,3bed,2.5bath,"1,671sqft",06/15/2017,Sold,"$880,000",$526,MLSListings
534,1495-Lee-Pl_San-Jose_CA_95131_M22858-02593,3bed,2.5bath,"1,671sqft",05-10-2017,Listed,"$799,888",$478,MLSListings
535,1495-Lee-Pl_San-Jose_CA_95131_M22858-02593,3bed,2.5bath,"1,671sqft",10-07-2020,Listed,"$998,000",$597,MLSListings
536,1495-Lee-Pl_San-Jose_CA_95131_M22858-02593,3bed,2.5bath,"1,671sqft",07-08-2020,Listed,"$1,035,000",$619,MLSListings
537,1495-Lee-Pl_San-Jose_CA_95131_M22858-02593,3bed,2.5bath,"1,671sqft",06/15/2017,Sold,"$880,000",$526,MLSListings
538,1495-Lee-Pl_San-Jose_CA_95131_M22858-02593,3bed,2.5bath,"1,671sqft",05-10-2017,Listed,"$799,888",$478,MLSListings
539,1953-Ceylon-Ave_San-Jose_CA_95122_M15722-67222,3bed,1.5bath,960sqft,10/13/2020,Listed,"$650,000",$677,MLSListings
540,1953-Ceylon-Ave_San-Jose_CA_95122_M15722-67222,3bed,1.5bath,960sqft,10/13/2020,Listed,"$650,000",$677,MLSListings
541,2150-Almaden-Rd-Spc-244_San-Jose_CA_95125_M96523-87266,3bed,2bath,"1,160sqft",10-10-2020,Listed,"$289,000",$249,MLSListings
542,2150-Almaden-Rd-Spc-244_San-Jose_CA_95125_M96523-87266,3bed,2bath,"1,160sqft",09/17/2020,Relisted,"$289,000",$248,MyStateMLS
543,2150-Almaden-Rd-Spc-244_San-Jose_CA_95125_M96523-87266,3bed,2bath,"1,160sqft",05-11-2020,Listed,"$289,000",$248,MLSListings
544,2150-Almaden-Rd-Spc-244_San-Jose_CA_95125_M96523-87266,3bed,2bath,"1,160sqft",02-03-2020,Listed,"$289,000",$248,MyStateMLS
545,4226-Siena-Ct_San-Jose_CA_95135_M13571-68202,3bed,2.5bath,"1,456sqft",10-07-2020,Listed,"$1,088,000",$747,MLSListings
546,4226-Siena-Ct_San-Jose_CA_95135_M13571-68202,3bed,2.5bath,"1,456sqft",02/25/2005,Sold,"$678,000",$465,Public Record
547,4226-Siena-Ct_San-Jose_CA_95135_M13571-68202,3bed,2.5bath,"1,456sqft",05/17/2001,Sold,"$493,500",$338,Public Record
548,4226-Siena-Ct_San-Jose_CA_95135_M13571-68202,3bed,2.5bath,"1,456sqft",10-07-2020,Listed,"$1,088,000",$747,MLSListings
549,4226-Siena-Ct_San-Jose_CA_95135_M13571-68202,3bed,2.5bath,"1,456sqft",02/25/2005,Sold,"$678,000",$465,Public Record
