ID,Address,Beds,Bath,Area,Date,Action,Amount,Rate_sqft,Source
181,4867-Indian-River-Ct_San-Jose_CA_95136_M28158-72138,3bed,2.5bath,"1,360sqft",10-09-2020,Listed,"$700,000",$514,MLSListings
182,4867-Indian-River-Ct_San-Jose_CA_95136_M28158-72138,3bed,2.5bath,"1,360sqft",06/29/2007,Sold,"$560,000",$411,Public Record
183,4867-Indian-River-Ct_San-Jose_CA_95136_M28158-72138,3bed,2.5bath,"1,360sqft",01/24/1986,Sold,"$133,000",$97,Public Record
184,4867-Indian-River-Ct_San-Jose_CA_95136_M28158-72138,3bed,2.5bath,"1,360sqft",10-09-2020,Listed,"$700,000",$514,MLSListings
185,4867-Indian-River-Ct_San-Jose_CA_95136_M28158-72138,3bed,2.5bath,"1,360sqft",06/29/2007,Sold,"$560,000",$411,Public Record
186,4867-Indian-River-Ct_San-Jose_CA_95136_M28158-72138,3bed,2.5bath,"1,360sqft",01/24/1986,Sold,"$133,000",$97,Public Record
187,5060-Wayland-Ave_San-Jose_CA_95118_M23263-58090,3bed,2bath,"1,232sqft",10-08-2020,Listed,"$935,000",$758,MLSListings
188,5060-Wayland-Ave_San-Jose_CA_95118_M23263-58090,3bed,2bath,"1,232sqft",08-12-2005,Sold,"$645,000",$523,Public Record
189,5060-Wayland-Ave_San-Jose_CA_95118_M23263-58090,3bed,2bath,"1,232sqft",08/24/2000,Sold,"$405,000",$328,Public Record
190,5060-Wayland-Ave_San-Jose_CA_95118_M23263-58090,3bed,2bath,"1,232sqft",10-08-2020,Listed,"$935,000",$758,MLSListings
191,5060-Wayland-Ave_San-Jose_CA_95118_M23263-58090,3bed,2bath,"1,232sqft",08-12-2005,Sold,"$645,000",$523,Public Record
192,5060-Wayland-Ave_San-Jose_CA_95118_M23263-58090,3bed,2bath,"1,232sqft",08/24/2000,Sold,"$405,000",$328,Public Record
193,5640-Coniston-Way_San-Jose_CA_95118_M21635-25518,3bed,2bath,"1,555sqft",10-08-2020,Listed,"$1,199,000",$771,MLSListings
194,5640-Coniston-Way_San-Jose_CA_95118_M21635-25518,3bed,2bath,"1,555sqft",03/28/1997,Sold,"$240,000",$154,Public Record
195,5640-Coniston-Way_San-Jose_CA_95118_M21635-25518,3bed,2bath,"1,555sqft",11-07-1986,Sold,"$139,500",$89,Public Record
196,5640-Coniston-Way_San-Jose_CA_95118_M21635-25518,3bed,2bath,"1,555sqft",10-08-2020,Listed,"$1,199,000",$771,MLSListings
197,5640-Coniston-Way_San-Jose_CA_95118_M21635-25518,3bed,2bath,"1,555sqft",03/28/1997,Sold,"$240,000",$154,Public Record
198,5640-Coniston-Way_San-Jose_CA_95118_M21635-25518,3bed,2bath,"1,555sqft",11-07-1986,Sold,"$139,500",$89,Public Record
199,5962-Pala-Mesa-Dr_San-Jose_CA_95123_M29363-27037,4bed,2.5bath,"2,734sqft",10-10-2020,Listed,"$1,450,000",$530,MLSListings
200,5962-Pala-Mesa-Dr_San-Jose_CA_95123_M29363-27037,4bed,2.5bath,"2,734sqft",09/22/2014,Sold,"$935,000",$341,MLSListings
201,5962-Pala-Mesa-Dr_San-Jose_CA_95123_M29363-27037,4bed,2.5bath,"2,734sqft",08-05-2014,Listed,"$899,000",$328,MLSListings
202,5962-Pala-Mesa-Dr_San-Jose_CA_95123_M29363-27037,4bed,2.5bath,"2,734sqft",08-05-2014,Listed,"$899,000",$328,MLSListings
203,5962-Pala-Mesa-Dr_San-Jose_CA_95123_M29363-27037,4bed,2.5bath,"2,734sqft",11/29/2000,Sold,"$769,000",$281,Public Record
204,5962-Pala-Mesa-Dr_San-Jose_CA_95123_M29363-27037,4bed,2.5bath,"2,734sqft",10-10-2020,Listed,"$1,450,000",$530,MLSListings
205,5962-Pala-Mesa-Dr_San-Jose_CA_95123_M29363-27037,4bed,2.5bath,"2,734sqft",09/22/2014,Sold,"$935,000",$341,MLSListings
206,5962-Pala-Mesa-Dr_San-Jose_CA_95123_M29363-27037,4bed,2.5bath,"2,734sqft",08-05-2014,Listed,"$899,000",$328,MLSListings
207,5962-Pala-Mesa-Dr_San-Jose_CA_95123_M29363-27037,4bed,2.5bath,"2,734sqft",08-05-2014,Listed,"$899,000",$328,MLSListings
208,5962-Pala-Mesa-Dr_San-Jose_CA_95123_M29363-27037,4bed,2.5bath,"2,734sqft",11/29/2000,Sold,"$769,000",$281,Public Record
209,7558-Morevern-Cir_San-Jose_CA_95135_M23102-67427,2bed,2bath,"1,572sqft",10-08-2020,Listed,"$699,000",$444,MLSListings
210,7558-Morevern-Cir_San-Jose_CA_95135_M23102-67427,2bed,2bath,"1,572sqft",01-03-2014,Sold,"$530,000",$337,MLSListings
211,7558-Morevern-Cir_San-Jose_CA_95135_M23102-67427,2bed,2bath,"1,572sqft",11/29/2013,Relisted,"$525,000",$333,MLSListings
212,7558-Morevern-Cir_San-Jose_CA_95135_M23102-67427,2bed,2bath,"1,572sqft",10/22/2013,Listed,"$525,000",$333,MLSListings
213,7558-Morevern-Cir_San-Jose_CA_95135_M23102-67427,2bed,2bath,"1,572sqft",10/22/2013,Listed,"$525,000",$333,MLSListings
214,7558-Morevern-Cir_San-Jose_CA_95135_M23102-67427,2bed,2bath,"1,572sqft",10-08-2020,Listed,"$699,000",$444,MLSListings
215,7558-Morevern-Cir_San-Jose_CA_95135_M23102-67427,2bed,2bath,"1,572sqft",01-03-2014,Sold,"$530,000",$337,MLSListings
216,7558-Morevern-Cir_San-Jose_CA_95135_M23102-67427,2bed,2bath,"1,572sqft",11/29/2013,Relisted,"$525,000",$333,MLSListings
217,7558-Morevern-Cir_San-Jose_CA_95135_M23102-67427,2bed,2bath,"1,572sqft",10/22/2013,Listed,"$525,000",$333,MLSListings
218,7558-Morevern-Cir_San-Jose_CA_95135_M23102-67427,2bed,2bath,"1,572sqft",10/22/2013,Listed,"$525,000",$333,MLSListings
219,374-Coyote-Creek-Cir_San-Jose_CA_95116_M14424-57349,2bed,2bath,849sqft,10-08-2020,Listed,"$539,000",$634,MLSListings
220,374-Coyote-Creek-Cir_San-Jose_CA_95116_M14424-57349,2bed,2bath,849sqft,12-04-2018,Sold,"$505,000",$594,SanDiegoCountySPN
221,374-Coyote-Creek-Cir_San-Jose_CA_95116_M14424-57349,2bed,2bath,849sqft,10/30/2018,Listed,"$499,000",$587,SanDiegoCountySPN
222,374-Coyote-Creek-Cir_San-Jose_CA_95116_M14424-57349,2bed,2bath,849sqft,10/30/2018,Listed,"$499,000",$587,MLSListings
223,374-Coyote-Creek-Cir_San-Jose_CA_95116_M14424-57349,2bed,2bath,849sqft,10/31/1985,Sold,"$92,000",$108,Public Record
224,374-Coyote-Creek-Cir_San-Jose_CA_95116_M14424-57349,2bed,2bath,849sqft,10-08-2020,Listed,"$539,000",$634,MLSListings
225,374-Coyote-Creek-Cir_San-Jose_CA_95116_M14424-57349,2bed,2bath,849sqft,12-04-2018,Sold,"$505,000",$594,SanDiegoCountySPN
226,374-Coyote-Creek-Cir_San-Jose_CA_95116_M14424-57349,2bed,2bath,849sqft,10/30/2018,Listed,"$499,000",$587,SanDiegoCountySPN
227,374-Coyote-Creek-Cir_San-Jose_CA_95116_M14424-57349,2bed,2bath,849sqft,10/30/2018,Listed,"$499,000",$587,MLSListings
228,374-Coyote-Creek-Cir_San-Jose_CA_95116_M14424-57349,2bed,2bath,849sqft,10/31/1985,Sold,"$92,000",$108,Public Record
229,1534-Willowgate-Dr_San-Jose_CA_95118_M13647-35115,4bed,2bath,"1,233sqft",10-12-2020,Listed,"$950,000",$770,MLSListings
230,1534-Willowgate-Dr_San-Jose_CA_95118_M13647-35115,4bed,2bath,"1,233sqft",10-12-2020,Listed,"$950,000",$770,MLSListings
231,3681-Manda-Dr_San-Jose_CA_95124_M14798-76727,3bed,2bath,"1,309sqft",10-09-2020,Listed,"$1,235,000",$943,MLSListings
232,3681-Manda-Dr_San-Jose_CA_95124_M14798-76727,3bed,2bath,"1,309sqft",03/15/2016,Sold,"$1,000,000",$763,MLSListings
233,3681-Manda-Dr_San-Jose_CA_95124_M14798-76727,3bed,2bath,"1,309sqft",02-12-2016,Listed,"$899,990",$687,MLSListings
234,3681-Manda-Dr_San-Jose_CA_95124_M14798-76727,3bed,2bath,"1,309sqft",02-12-2016,Listed,"$899,990",$687,MLSListings
235,3681-Manda-Dr_San-Jose_CA_95124_M14798-76727,3bed,2bath,"1,309sqft",12/23/2004,Sold,"$610,000",$466,Public Record
236,3681-Manda-Dr_San-Jose_CA_95124_M14798-76727,3bed,2bath,"1,309sqft",09/17/1976,Sold,"$48,700",$37,Public Record
237,3681-Manda-Dr_San-Jose_CA_95124_M14798-76727,3bed,2bath,"1,309sqft",10-09-2020,Listed,"$1,235,000",$943,MLSListings
238,3681-Manda-Dr_San-Jose_CA_95124_M14798-76727,3bed,2bath,"1,309sqft",03/15/2016,Sold,"$1,000,000",$763,MLSListings
239,3681-Manda-Dr_San-Jose_CA_95124_M14798-76727,3bed,2bath,"1,309sqft",02-12-2016,Listed,"$899,990",$687,MLSListings
240,3681-Manda-Dr_San-Jose_CA_95124_M14798-76727,3bed,2bath,"1,309sqft",02-12-2016,Listed,"$899,990",$687,MLSListings
241,3681-Manda-Dr_San-Jose_CA_95124_M14798-76727,3bed,2bath,"1,309sqft",12/23/2004,Sold,"$610,000",$466,Public Record
242,3681-Manda-Dr_San-Jose_CA_95124_M14798-76727,3bed,2bath,"1,309sqft",09/17/1976,Sold,"$48,700",$37,Public Record
243,1707-Chesterton-Cir_San-Jose_CA_95133_M22029-80704,4bed,3bath,"1,707sqft",10-10-2020,Listed,"$1,150,888",$674,MLSListings
244,1707-Chesterton-Cir_San-Jose_CA_95133_M22029-80704,4bed,3bath,"1,707sqft",11/27/2017,Sold,"$1,136,000",$665,Public Record
245,1707-Chesterton-Cir_San-Jose_CA_95133_M22029-80704,4bed,3bath,"1,707sqft",05/30/2003,Sold,"$490,000",$286,Public Record
246,1707-Chesterton-Cir_San-Jose_CA_95133_M22029-80704,4bed,3bath,"1,707sqft",05-03-2001,Sold,"$260,000",$152,Public Record
247,1707-Chesterton-Cir_San-Jose_CA_95133_M22029-80704,4bed,3bath,"1,707sqft",04/16/1998,Sold,"$257,000",$150,Public Record
248,1707-Chesterton-Cir_San-Jose_CA_95133_M22029-80704,4bed,3bath,"1,707sqft",07/13/1994,Sold,"$245,000",$143,Public Record
249,1707-Chesterton-Cir_San-Jose_CA_95133_M22029-80704,4bed,3bath,"1,707sqft",10-10-2020,Listed,"$1,150,888",$674,MLSListings
250,1707-Chesterton-Cir_San-Jose_CA_95133_M22029-80704,4bed,3bath,"1,707sqft",11/27/2017,Sold,"$1,136,000",$665,Public Record
251,1707-Chesterton-Cir_San-Jose_CA_95133_M22029-80704,4bed,3bath,"1,707sqft",05/30/2003,Sold,"$490,000",$286,Public Record
252,1707-Chesterton-Cir_San-Jose_CA_95133_M22029-80704,4bed,3bath,"1,707sqft",05-03-2001,Sold,"$260,000",$152,Public Record
253,1707-Chesterton-Cir_San-Jose_CA_95133_M22029-80704,4bed,3bath,"1,707sqft",04/16/1998,Sold,"$257,000",$150,Public Record
254,1707-Chesterton-Cir_San-Jose_CA_95133_M22029-80704,4bed,3bath,"1,707sqft",07/13/1994,Sold,"$245,000",$143,Public Record
255,1334-Garrans-Dr_San-Jose_CA_95130_M20827-86667,3bed,2bath,"1,368sqft",10-09-2020,Listed,"$1,399,000","$1,022",MLSListings
256,1334-Garrans-Dr_San-Jose_CA_95130_M20827-86667,3bed,2bath,"1,368sqft",11/20/1987,Sold,"$173,000",$126,Public Record
257,1334-Garrans-Dr_San-Jose_CA_95130_M20827-86667,3bed,2bath,"1,368sqft",10-09-2020,Listed,"$1,399,000","$1,022",MLSListings
258,1334-Garrans-Dr_San-Jose_CA_95130_M20827-86667,3bed,2bath,"1,368sqft",11/20/1987,Sold,"$173,000",$126,Public Record
259,130-E-San-Fernando-St-Apt-420_San-Jose_CA_95112_M28214-36136,2bed,2bath,"1,622sqft",10-09-2020,Listed,"$825,000",$508,MLSListings
260,130-E-San-Fernando-St-Apt-420_San-Jose_CA_95112_M28214-36136,2bed,2bath,"1,622sqft",09/23/2008,Sold,"$550,000",$339,Public Record
261,130-E-San-Fernando-St-Apt-420_San-Jose_CA_95112_M28214-36136,2bed,2bath,"1,622sqft",11/27/2000,Sold,"$413,000",$254,Public Record
262,130-E-San-Fernando-St-Apt-420_San-Jose_CA_95112_M28214-36136,2bed,2bath,"1,622sqft",10-09-2020,Listed,"$825,000",$508,MLSListings
263,130-E-San-Fernando-St-Apt-420_San-Jose_CA_95112_M28214-36136,2bed,2bath,"1,622sqft",09/23/2008,Sold,"$550,000",$339,Public Record
264,130-E-San-Fernando-St-Apt-420_San-Jose_CA_95112_M28214-36136,2bed,2bath,"1,622sqft",11/27/2000,Sold,"$413,000",$254,Public Record
265,824-Blossom-Hill-Rd-Apt-3_San-Jose_CA_95123_M12783-34287,2bed,1bath,903sqft,10-08-2020,Listed,"$449,999",$498,MLSListings
266,824-Blossom-Hill-Rd-Apt-3_San-Jose_CA_95123_M12783-34287,2bed,1bath,903sqft,09/17/2020,Listed,"$449,999",$498,MLSListings
267,824-Blossom-Hill-Rd-Apt-3_San-Jose_CA_95123_M12783-34287,2bed,1bath,903sqft,07/25/1997,Sold,"$108,000",$119,Public Record
268,824-Blossom-Hill-Rd-Apt-3_San-Jose_CA_95123_M12783-34287,2bed,1bath,903sqft,10/26/1979,Sold,"$52,000",$57,Public Record
269,824-Blossom-Hill-Rd-Apt-3_San-Jose_CA_95123_M12783-34287,2bed,1bath,903sqft,10-08-2020,Listed,"$449,999",$498,MLSListings
270,824-Blossom-Hill-Rd-Apt-3_San-Jose_CA_95123_M12783-34287,2bed,1bath,903sqft,09/17/2020,Listed,"$449,999",$498,MLSListings
271,824-Blossom-Hill-Rd-Apt-3_San-Jose_CA_95123_M12783-34287,2bed,1bath,903sqft,07/25/1997,Sold,"$108,000",$119,Public Record
272,824-Blossom-Hill-Rd-Apt-3_San-Jose_CA_95123_M12783-34287,2bed,1bath,903sqft,10/26/1979,Sold,"$52,000",$57,Public Record
273,3301-Cannongate-Ct_San-Jose_CA_95121_M26222-72418,2bed,1bath,826sqft,10-10-2020,Listed,"$559,000",$676,MLSListings
274,3301-Cannongate-Ct_San-Jose_CA_95121_M26222-72418,2bed,1bath,826sqft,12/13/2016,Price Changed for rent,"$2,395",$2,RentlinxUnits
275,3301-Cannongate-Ct_San-Jose_CA_95121_M26222-72418,2bed,1bath,826sqft,08/24/2015,Sold,"$411,000",$497,MLSListings
276,3301-Cannongate-Ct_San-Jose_CA_95121_M26222-72418,2bed,1bath,826sqft,07/17/2015,Listed,"$360,000",$435,MLSListings
277,3301-Cannongate-Ct_San-Jose_CA_95121_M26222-72418,2bed,1bath,826sqft,07/17/2015,Listed,"$360,000",$435,MLSListings
278,3301-Cannongate-Ct_San-Jose_CA_95121_M26222-72418,2bed,1bath,826sqft,04/29/2005,Sold,"$370,000",$447,Public Record
279,3301-Cannongate-Ct_San-Jose_CA_95121_M26222-72418,2bed,1bath,826sqft,04/25/1996,Sold,"$114,000",$138,Public Record
280,3301-Cannongate-Ct_San-Jose_CA_95121_M26222-72418,2bed,1bath,826sqft,05/16/1989,Sold,"$123,000",$148,Public Record
281,3301-Cannongate-Ct_San-Jose_CA_95121_M26222-72418,2bed,1bath,826sqft,,,,,
282,3301-Cannongate-Ct_San-Jose_CA_95121_M26222-72418,2bed,1bath,826sqft,10-10-2020,Listed,"$559,000",$676,MLSListings
283,3301-Cannongate-Ct_San-Jose_CA_95121_M26222-72418,2bed,1bath,826sqft,12/13/2016,Price Changed for rent,"$2,395",$2,RentlinxUnits
284,3301-Cannongate-Ct_San-Jose_CA_95121_M26222-72418,2bed,1bath,826sqft,08/24/2015,Sold,"$411,000",$497,MLSListings
285,3301-Cannongate-Ct_San-Jose_CA_95121_M26222-72418,2bed,1bath,826sqft,07/17/2015,Listed,"$360,000",$435,MLSListings
286,3301-Cannongate-Ct_San-Jose_CA_95121_M26222-72418,2bed,1bath,826sqft,07/17/2015,Listed,"$360,000",$435,MLSListings
287,3301-Cannongate-Ct_San-Jose_CA_95121_M26222-72418,2bed,1bath,826sqft,04/29/2005,Sold,"$370,000",$447,Public Record
288,3301-Cannongate-Ct_San-Jose_CA_95121_M26222-72418,2bed,1bath,826sqft,04/25/1996,Sold,"$114,000",$138,Public Record
289,3301-Cannongate-Ct_San-Jose_CA_95121_M26222-72418,2bed,1bath,826sqft,05/16/1989,Sold,"$123,000",$148,Public Record
290,3301-Cannongate-Ct_San-Jose_CA_95121_M26222-72418,2bed,1bath,826sqft,,,,,
291,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",10-10-2020,Listed,"$1,049,000",$644,BayEast
292,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",10-09-2020,Listed,"$1,049,000",$644,BayEast
293,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",09-04-2020,Listed,"$1,088,000",$668,BayEast
294,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",08-01-2020,Listed,"$1,088,000",$668,BayEast
295,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",07/31/2020,Listed,"$1,088,000",$668,MLSListings
296,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",08-10-2012,Sold,"$560,000",$343,MLSListings
297,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",06-12-2012,Listed,"$567,000",$348,MLSListings
298,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",05-11-2012,Listed,"$567,000",$348,MLSListings
299,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",,,,,
300,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",,,,,
301,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",,,,,
302,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",,,,,
303,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",,,,,
304,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",,,,,
305,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",10-10-2020,Listed,"$1,049,000",$644,BayEast
306,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",10-09-2020,Listed,"$1,049,000",$644,BayEast
307,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",09-04-2020,Listed,"$1,088,000",$668,BayEast
308,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",08-01-2020,Listed,"$1,088,000",$668,BayEast
309,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",07/31/2020,Listed,"$1,088,000",$668,MLSListings
310,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",08-10-2012,Sold,"$560,000",$343,MLSListings
311,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",06-12-2012,Listed,"$567,000",$348,MLSListings
312,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",05-11-2012,Listed,"$567,000",$348,MLSListings
313,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",,,,,
314,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",,,,,
315,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",,,,,
316,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",,,,,
317,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",,,,,
318,3176-Vinifera-Dr_San-Jose_CA_95135_M27392-50211,3bed,2.5bath,"1,628sqft",,,,,
319,1112-Sultana-Dr_San-Jose_CA_95122_M13143-40188,3bed,2bath,"1,368sqft",10-08-2020,Listed,"$838,000",$612,MLSListings
320,1112-Sultana-Dr_San-Jose_CA_95122_M13143-40188,3bed,2bath,"1,368sqft",12-10-2015,Sold,"$535,000",$391,MLSListings
321,1112-Sultana-Dr_San-Jose_CA_95122_M13143-40188,3bed,2bath,"1,368sqft",10-07-2015,Listed,"$550,000",$402,MLSListings
322,1112-Sultana-Dr_San-Jose_CA_95122_M13143-40188,3bed,2bath,"1,368sqft",07/28/2015,Listed,"$550,000",$402,MLSListings
323,1112-Sultana-Dr_San-Jose_CA_95122_M13143-40188,3bed,2bath,"1,368sqft",10-08-2020,Listed,"$838,000",$612,MLSListings
324,1112-Sultana-Dr_San-Jose_CA_95122_M13143-40188,3bed,2bath,"1,368sqft",12-10-2015,Sold,"$535,000",$391,MLSListings
325,1112-Sultana-Dr_San-Jose_CA_95122_M13143-40188,3bed,2bath,"1,368sqft",10-07-2015,Listed,"$550,000",$402,MLSListings
326,1112-Sultana-Dr_San-Jose_CA_95122_M13143-40188,3bed,2bath,"1,368sqft",07/28/2015,Listed,"$550,000",$402,MLSListings
327,3210-Gatelight-Ct_San-Jose_CA_95148_M26543-98809,4bed,3bath,"2,021sqft",10-09-2020,Listed,"$1,350,000",$667,MLSListings
328,3210-Gatelight-Ct_San-Jose_CA_95148_M26543-98809,4bed,3bath,"2,021sqft",10-09-2020,Listed,"$1,350,000",$667,MLSListings
329,1777-Whispering-Willow-Pl_San-Jose_CA_95125_M25592-39262,4bed,2.5bath,"2,949sqft",10-09-2020,Listed,"$1,798,000",$609,MLSListings
330,1777-Whispering-Willow-Pl_San-Jose_CA_95125_M25592-39262,4bed,2.5bath,"2,949sqft",10-09-2020,Listed,"$1,798,000",$609,MLSListings
331,3151-Arroba-Way_San-Jose_CA_95118_M10747-80188,4bed,1bath,"1,140sqft",10-09-2020,Listed,"$1,089,000",$955,BayEast
332,3151-Arroba-Way_San-Jose_CA_95118_M10747-80188,4bed,1bath,"1,140sqft",07-10-2020,Sold,"$895,000",$785,MLSListings
333,3151-Arroba-Way_San-Jose_CA_95118_M10747-80188,4bed,1bath,"1,140sqft",07-02-2020,Price Changed,"$899,000",$788,MLSListings
334,3151-Arroba-Way_San-Jose_CA_95118_M10747-80188,4bed,1bath,"1,140sqft",04/25/2020,Listed,"$928,000",$814,MLSListings
335,3151-Arroba-Way_San-Jose_CA_95118_M10747-80188,4bed,1bath,"1,140sqft",02-06-2019,Sold,"$875,000",$767,SanDiegoCountySPN
336,3151-Arroba-Way_San-Jose_CA_95118_M10747-80188,4bed,1bath,"1,140sqft",01/14/2019,Price Changed,"$865,000",$758,MLSListings
337,3151-Arroba-Way_San-Jose_CA_95118_M10747-80188,4bed,1bath,"1,140sqft",12/26/2018,Price Changed,"$899,000",$788,MLSListings
338,3151-Arroba-Way_San-Jose_CA_95118_M10747-80188,4bed,1bath,"1,140sqft",11/27/2018,Listed,"$939,980",$824,MLSListings
339,3151-Arroba-Way_San-Jose_CA_95118_M10747-80188,4bed,1bath,"1,140sqft",10-09-2020,Listed,"$1,089,000",$955,BayEast
340,3151-Arroba-Way_San-Jose_CA_95118_M10747-80188,4bed,1bath,"1,140sqft",07-10-2020,Sold,"$895,000",$785,MLSListings
341,3151-Arroba-Way_San-Jose_CA_95118_M10747-80188,4bed,1bath,"1,140sqft",07-02-2020,Price Changed,"$899,000",$788,MLSListings
342,3151-Arroba-Way_San-Jose_CA_95118_M10747-80188,4bed,1bath,"1,140sqft",04/25/2020,Listed,"$928,000",$814,MLSListings
343,3151-Arroba-Way_San-Jose_CA_95118_M10747-80188,4bed,1bath,"1,140sqft",02-06-2019,Sold,"$875,000",$767,SanDiegoCountySPN
344,3151-Arroba-Way_San-Jose_CA_95118_M10747-80188,4bed,1bath,"1,140sqft",01/14/2019,Price Changed,"$865,000",$758,MLSListings
345,3151-Arroba-Way_San-Jose_CA_95118_M10747-80188,4bed,1bath,"1,140sqft",12/26/2018,Price Changed,"$899,000",$788,MLSListings
346,3151-Arroba-Way_San-Jose_CA_95118_M10747-80188,4bed,1bath,"1,140sqft",11/27/2018,Listed,"$939,980",$824,MLSListings
347,5378-Studebaker-Cir_San-Jose_CA_95136_M29376-79983,3bed,3bath,"1,347sqft",10-10-2020,Price Changed,"$974,000",$723,MLSListings
348,5378-Studebaker-Cir_San-Jose_CA_95136_M29376-79983,3bed,3bath,"1,347sqft",10-09-2020,Listed,"$949,999",$705,MLSListings
349,5378-Studebaker-Cir_San-Jose_CA_95136_M29376-79983,3bed,3bath,"1,347sqft",03/24/1994,Sold,"$205,000",$152,Public Record
350,5378-Studebaker-Cir_San-Jose_CA_95136_M29376-79983,3bed,3bath,"1,347sqft",09/29/1988,Sold,"$183,000",$135,Public Record
351,5378-Studebaker-Cir_San-Jose_CA_95136_M29376-79983,3bed,3bath,"1,347sqft",10-10-2020,Price Changed,"$974,000",$723,MLSListings
352,5378-Studebaker-Cir_San-Jose_CA_95136_M29376-79983,3bed,3bath,"1,347sqft",10-09-2020,Listed,"$949,999",$705,MLSListings
353,5378-Studebaker-Cir_San-Jose_CA_95136_M29376-79983,3bed,3bath,"1,347sqft",03/24/1994,Sold,"$205,000",$152,Public Record
354,5378-Studebaker-Cir_San-Jose_CA_95136_M29376-79983,3bed,3bath,"1,347sqft",09/29/1988,Sold,"$183,000",$135,Public Record
355,826-Blue-Opal-Dr_San-Jose_CA_95123_M23010-07097,4bed,2.5bath,"2,030sqft",10-09-2020,Listed,"$1,169,888",$576,MLSListings
356,826-Blue-Opal-Dr_San-Jose_CA_95123_M23010-07097,4bed,2.5bath,"2,030sqft",08/28/2014,Sold,"$939,880",$367,MLSListings
357,826-Blue-Opal-Dr_San-Jose_CA_95123_M23010-07097,4bed,2.5bath,"2,030sqft",04-09-2014,Listed,"$939,880",$367,MLSListings
358,826-Blue-Opal-Dr_San-Jose_CA_95123_M23010-07097,4bed,2.5bath,"2,030sqft",10-09-2020,Listed,"$1,169,888",$576,MLSListings
359,826-Blue-Opal-Dr_San-Jose_CA_95123_M23010-07097,4bed,2.5bath,"2,030sqft",08/28/2014,Sold,"$939,880",$367,MLSListings
360,826-Blue-Opal-Dr_San-Jose_CA_95123_M23010-07097,4bed,2.5bath,"2,030sqft",04-09-2014,Listed,"$939,880",$367,MLSListings
361,165-Blossom-Hill-Rd-Spc-206_San-Jose_CA_95123_M96920-64267,2bed,2bath,"1,060sqft",10-12-2020,Listed,"$189,000",$178,MyStateMLS
362,165-Blossom-Hill-Rd-Spc-206_San-Jose_CA_95123_M96920-64267,2bed,2bath,"1,060sqft",10-11-2020,Listed,"$189,000",$178,MLSListings
363,2722-Millbrae-Way_San-Jose_CA_95121_M14022-22727,2bed,1bath,992sqft,10-10-2020,Listed,"$698,000",$703,BayEast
364,2722-Millbrae-Way_San-Jose_CA_95121_M14022-22727,2bed,1bath,992sqft,10-09-2020,Listed,"$698,000",$703,MLSListings
365,2722-Millbrae-Way_San-Jose_CA_95121_M14022-22727,2bed,1bath,992sqft,06/24/1976,Sold,"$35,500",$35,Public Record
