ID,Confirmed,Deaths,Recovered,FIPS,County,Province_State,Country_Region,Last_Update,Last_Update_Time,Lat,Long_,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
7714,407,5,0,6037,Los Angeles,California,US,22-03-2020,23:45,34.30828379,-118.2282411,0,"Los Angeles, California, US",,
7715,263,8,0,6085,Santa Clara,California,US,22-03-2020,23:45,37.23104908,-121.6970462,0,"Santa Clara, California, US",,
7716,155,0,0,6073,San Diego,California,US,22-03-2020,23:45,33.03484597,-116.7365326,0,"San Diego, California, US",,
7717,117,1,0,6081,San Mateo,California,US,22-03-2020,23:45,37.4228808,-122.3275546,0,"San Mateo, California, US",,
7718,108,0,0,6075,San Francisco,California,US,22-03-2020,23:45,37.75215114,-122.4385672,0,"San Francisco, California, US",,
7719,95,0,0,6059,Orange,California,US,22-03-2020,23:45,33.70147516,-117.7645998,0,"Orange, California, US",,
7720,71,0,0,6001,Alameda,California,US,22-03-2020,23:45,37.64629437,-121.8929271,0,"Alameda, California, US",,
7721,61,1,0,6013,Contra Costa,California,US,22-03-2020,23:45,37.91923498,-121.9289527,0,"Contra Costa, California, US",,
7722,53,3,0,6067,Sacramento,California,US,22-03-2020,23:45,38.45106826,-121.3425374,0,"Sacramento, California, US",,
7723,38,0,0,6041,Marin,California,US,22-03-2020,23:45,38.07122463,-122.7210631,0,"Marin, California, US",,
7724,31,2,0,6077,San Joaquin,California,US,22-03-2020,23:45,37.93433732,-121.2730061,0,"San Joaquin, California, US",,
7725,29,6,0,6065,Riverside,California,US,22-03-2020,23:45,33.74314981,-115.9933578,0,"Riverside, California, US",,
7726,27,0,0,6079,San Luis Obispo,California,US,22-03-2020,23:45,35.38822029,-120.4039028,0,"San Luis Obispo, California, US",,
7727,25,0,0,6111,Ventura,California,US,22-03-2020,23:45,34.44465746,-119.0910613,0,"Ventura, California, US",,
7728,22,1,0,6097,Sonoma,California,US,22-03-2020,23:45,38.52746429,-122.8862506,0,"Sonoma, California, US",,
7729,17,0,0,6071,San Bernardino,California,US,22-03-2020,23:45,34.84060306,-116.1774685,0,"San Bernardino, California, US",,
7730,15,0,0,6087,Santa Cruz,California,US,22-03-2020,23:45,37.05580291,-122.0066524,0,"Santa Cruz, California, US",,
7731,13,0,0,6095,Solano,California,US,22-03-2020,23:45,38.26827353,-121.9357113,0,"Solano, California, US",,
7732,13,0,0,6083,Santa Barbara,California,US,22-03-2020,23:45,34.65329488,-120.0188492,0,"Santa Barbara, California, US",,
7733,12,1,0,6061,Placer,California,US,22-03-2020,23:45,39.06167234,-120.7240569,0,"Placer, California, US",,
7734,12,0,0,6107,Tulare,California,US,22-03-2020,23:45,36.22026558,-118.8020203,0,"Tulare, California, US",,
7735,11,1,0,6053,Monterey,California,US,22-03-2020,23:45,36.21862405,-121.2413397,0,"Monterey, California, US",,
7736,6,0,0,6113,Yolo,California,US,22-03-2020,23:45,38.68278902,-121.9018288,0,"Yolo, California, US",,
7737,6,0,0,6019,Fresno,California,US,22-03-2020,23:45,36.75733899,-119.6466953,0,"Fresno, California, US",,
7738,6,0,0,6025,Imperial,California,US,22-03-2020,23:45,33.0393082,-115.3669042,0,"Imperial, California, US",,
7739,5,1,0,6069,San Benito,California,US,22-03-2020,23:45,36.60308176,-121.069975,0,"San Benito, California, US",,
7740,5,0,0,6099,Stanislaus,California,US,22-03-2020,23:45,37.55862499,-120.9970722,0,"Stanislaus, California, US",,
7741,5,0,0,6029,Kern,California,US,22-03-2020,23:45,35.34329425,-118.7277796,0,"Kern, California, US",,
7742,3,0,0,6039,Madera,California,US,22-03-2020,23:45,37.21513971,-119.7665589,0,"Madera, California, US",,
7743,2,0,0,6023,Humboldt,California,US,22-03-2020,23:45,40.69923009,-123.876044,0,"Humboldt, California, US",,
7744,2,0,0,6009,Calaveras,California,US,22-03-2020,23:45,38.20537103,-120.552913,0,"Calaveras, California, US",,
7745,2,0,0,6093,Siskiyou,California,US,22-03-2020,23:45,41.59198861,-122.5407434,0,"Siskiyou, California, US",,
7746,2,0,0,6115,Yuba,California,US,22-03-2020,23:45,39.26255932,-121.3535644,0,"Yuba, California, US",,
7747,1,0,0,6089,Shasta,California,US,22-03-2020,23:45,40.76391419,-122.0396884,0,"Shasta, California, US",,
7748,1,0,0,6057,Nevada,California,US,22-03-2020,23:45,39.30394768,-120.7627281,0,"Nevada, California, US",,
7749,1,0,0,6045,Mendocino,California,US,22-03-2020,23:45,39.4381191,-123.3911313,0,"Mendocino, California, US",,
7750,1,0,0,6005,Amador,California,US,22-03-2020,23:45,38.44583082,-120.65696,0,"Amador, California, US",,
7751,1,0,0,6051,Mono,California,US,22-03-2020,23:45,37.93899289,-118.8872409,0,"Mono, California, US",,
7752,1,0,0,6007,Butte,California,US,22-03-2020,23:45,39.66727762,-121.6005252,0,"Butte, California, US",,
7753,1,0,0,6055,Napa,California,US,22-03-2020,23:45,38.50735751,-122.332839,0,"Napa, California, US",,
8901,0,0,0,6003,Alpine,California,US,22-03-2020,23:45,38.59678594,-119.8223594,0,"Alpine, California, US",,
8902,0,0,0,6011,Colusa,California,US,22-03-2020,23:45,39.17881957,-122.2331726,0,"Colusa, California, US",,
8903,0,0,0,6015,Del Norte,California,US,22-03-2020,23:45,41.74228275,-123.8974063,0,"Del Norte, California, US",,
8904,0,0,0,6017,El Dorado,California,US,22-03-2020,23:45,38.77965956,-120.5233166,0,"El Dorado, California, US",,
8905,0,0,0,6021,Glenn,California,US,22-03-2020,23:45,39.59875897,-122.3938452,0,"Glenn, California, US",,
8906,0,0,0,6027,Inyo,California,US,22-03-2020,23:45,36.51112084,-117.4111978,0,"Inyo, California, US",,
8907,0,0,0,6031,Kings,California,US,22-03-2020,23:45,36.07409056,-119.8159973,0,"Kings, California, US",,
8908,0,0,0,6033,Lake,California,US,22-03-2020,23:45,39.10124298,-122.7536244,0,"Lake, California, US",,
8909,0,0,0,6035,Lassen,California,US,22-03-2020,23:45,40.67311306,-120.5935099,0,"Lassen, California, US",,
8910,0,0,0,6043,Mariposa,California,US,22-03-2020,23:45,37.57978556,-119.9073334,0,"Mariposa, California, US",,
8911,0,0,0,6047,Merced,California,US,22-03-2020,23:45,37.18922369,-120.7209035,0,"Merced, California, US",,
8912,0,0,0,6049,Modoc,California,US,22-03-2020,23:45,41.58965602,-120.7244817,0,"Modoc, California, US",,
8913,0,0,0,6063,Plumas,California,US,22-03-2020,23:45,40.00355989,-120.8395236,0,"Plumas, California, US",,
8914,0,0,0,6091,Sierra,California,US,22-03-2020,23:45,39.57713498,-120.5200701,0,"Sierra, California, US",,
8915,0,0,0,6101,Sutter,California,US,22-03-2020,23:45,39.03417539,-121.6945899,0,"Sutter, California, US",,
8916,0,0,0,6103,Tehama,California,US,22-03-2020,23:45,40.12570935,-122.2370171,0,"Tehama, California, US",,
8917,0,0,0,6105,Trinity,California,US,22-03-2020,23:45,40.6491767,-123.114713,0,"Trinity, California, US",,
8918,0,0,0,6109,Tuolumne,California,US,22-03-2020,23:45,38.02644018,-119.9525093,0,"Tuolumne, California, US",,
11059,118,1,0,6001,Alameda,California,US,23-03-2020,23:19,37.64629437,-121.8929271,0,"Alameda, California, US",,
11087,0,0,0,6003,Alpine,California,US,23-03-2020,23:19,38.59678594,-119.8223594,0,"Alpine, California, US",,
11088,1,0,0,6005,Amador,California,US,23-03-2020,23:19,38.44583082,-120.65696,0,"Amador, California, US",,
11364,2,0,0,6007,Butte,California,US,23-03-2020,23:19,39.66727762,-121.6005252,0,"Butte, California, US",,
11373,2,0,0,6009,Calaveras,California,US,23-03-2020,23:19,38.20537103,-120.552913,0,"Calaveras, California, US",,
11649,0,0,0,6011,Colusa,California,US,23-03-2020,23:19,39.17881957,-122.2331726,0,"Colusa, California, US",,
11658,71,1,0,6013,Contra Costa,California,US,23-03-2020,23:19,37.91923498,-121.9289527,0,"Contra Costa, California, US",,
11790,0,0,0,6015,Del Norte,California,US,23-03-2020,23:19,41.74228275,-123.8974063,0,"Del Norte, California, US",,
11892,2,0,0,6017,El Dorado,California,US,23-03-2020,23:19,38.77965956,-120.5233166,0,"El Dorado, California, US",,
12025,6,0,0,6019,Fresno,California,US,23-03-2020,23:19,36.75733899,-119.6466953,0,"Fresno, California, US",,
12086,0,0,0,6021,Glenn,California,US,23-03-2020,23:19,39.59875897,-122.3938452,0,"Glenn, California, US",,
12352,2,0,0,6023,Humboldt,California,US,23-03-2020,23:19,40.69923009,-123.876044,0,"Humboldt, California, US",,
12371,6,0,0,6025,Imperial,California,US,23-03-2020,23:19,33.0393082,-115.3669042,0,"Imperial, California, US",,
12376,0,0,0,6027,Inyo,California,US,23-03-2020,23:19,36.51112084,-117.4111978,0,"Inyo, California, US",,
12529,12,0,0,6029,Kern,California,US,23-03-2020,23:19,35.34329425,-118.7277796,0,"Kern, California, US",,
12546,0,0,0,6031,Kings,California,US,23-03-2020,23:19,36.07409056,-119.8159973,0,"Kings, California, US",,
12596,0,0,0,6033,Lake,California,US,23-03-2020,23:19,39.10124298,-122.7536244,0,"Lake, California, US",,
12631,0,0,0,6035,Lassen,California,US,23-03-2020,23:19,40.67311306,-120.5935099,0,"Lassen, California, US",,
12751,536,7,0,6037,Los Angeles,California,US,23-03-2020,23:19,34.30828379,-118.2282411,0,"Los Angeles, California, US",,
12788,3,0,0,6039,Madera,California,US,23-03-2020,23:19,37.21513971,-119.7665589,0,"Madera, California, US",,
12824,38,0,0,6041,Marin,California,US,23-03-2020,23:19,38.07122463,-122.7210631,0,"Marin, California, US",,
12843,0,0,0,6043,Mariposa,California,US,23-03-2020,23:19,37.57978556,-119.9073334,0,"Mariposa, California, US",,
12927,1,0,0,6045,Mendocino,California,US,23-03-2020,23:19,39.4381191,-123.3911313,0,"Mendocino, California, US",,
12931,1,0,0,6047,Merced,California,US,23-03-2020,23:19,37.18922369,-120.7209035,0,"Merced, California, US",,
12983,0,0,0,6049,Modoc,California,US,23-03-2020,23:19,41.58965602,-120.7244817,0,"Modoc, California, US",,
12988,1,0,0,6051,Mono,California,US,23-03-2020,23:19,37.93899289,-118.8872409,0,"Mono, California, US",,
13010,14,1,0,6053,Monterey,California,US,23-03-2020,23:19,36.21862405,-121.2413397,0,"Monterey, California, US",,
13077,2,0,0,6055,Napa,California,US,23-03-2020,23:19,38.50735751,-122.332839,0,"Napa, California, US",,
13094,2,0,0,6057,Nevada,California,US,23-03-2020,23:19,39.30394768,-120.7627281,0,"Nevada, California, US",,
13177,125,0,0,6059,Orange,California,US,23-03-2020,23:19,33.70147516,-117.7645998,0,"Orange, California, US",,
13322,12,1,0,6061,Placer,California,US,23-03-2020,23:19,39.06167234,-120.7240569,0,"Placer, California, US",,
13328,0,0,0,6063,Plumas,California,US,23-03-2020,23:19,40.00355989,-120.8395236,0,"Plumas, California, US",,
13474,46,6,0,6065,Riverside,California,US,23-03-2020,23:19,33.74314981,-115.9933578,0,"Riverside, California, US",,
13525,88,4,0,6067,Sacramento,California,US,23-03-2020,23:19,38.45106826,-121.3425374,0,"Sacramento, California, US",,
13540,6,1,0,6069,San Benito,California,US,23-03-2020,23:19,36.60308176,-121.069975,0,"San Benito, California, US",,
13541,17,0,0,6071,San Bernardino,California,US,23-03-2020,23:19,34.84060306,-116.1774685,0,"San Bernardino, California, US",,
13542,201,1,0,6073,San Diego,California,US,23-03-2020,23:19,33.03484597,-116.7365326,0,"San Diego, California, US",,
13543,131,0,0,6075,San Francisco,California,US,23-03-2020,23:19,37.75215114,-122.4385672,0,"San Francisco, California, US",,
13545,41,2,0,6077,San Joaquin,California,US,23-03-2020,23:19,37.93433732,-121.2730061,0,"San Joaquin, California, US",,
13550,27,0,0,6079,San Luis Obispo,California,US,23-03-2020,23:19,35.38822029,-120.4039028,0,"San Luis Obispo, California, US",,
13551,142,1,0,6081,San Mateo,California,US,23-03-2020,23:19,37.4228808,-122.3275546,0,"San Mateo, California, US",,
13563,18,0,0,6083,Santa Barbara,California,US,23-03-2020,23:19,34.65329488,-120.0188492,0,"Santa Barbara, California, US",,
13564,302,10,0,6085,Santa Clara,California,US,23-03-2020,23:19,37.23104908,-121.6970462,0,"Santa Clara, California, US",,
13566,22,0,0,6087,Santa Cruz,California,US,23-03-2020,23:19,37.05580291,-122.0066524,0,"Santa Cruz, California, US",,
13622,2,0,0,6089,Shasta,California,US,23-03-2020,23:19,40.76391419,-122.0396884,0,"Shasta, California, US",,
13649,0,0,0,6091,Sierra,California,US,23-03-2020,23:19,39.57713498,-120.5200701,0,"Sierra, California, US",,
13657,2,0,0,6093,Siskiyou,California,US,23-03-2020,23:19,41.59198861,-122.5407434,0,"Siskiyou, California, US",,
13671,14,0,0,6095,Solano,California,US,23-03-2020,23:19,38.26827353,-121.9357113,0,"Solano, California, US",,
13677,29,1,0,6097,Sonoma,California,US,23-03-2020,23:19,38.52746429,-122.8862506,0,"Sonoma, California, US",,
13715,8,0,0,6099,Stanislaus,California,US,23-03-2020,23:19,37.55862499,-120.9970722,0,"Stanislaus, California, US",,
13781,0,0,0,6101,Sutter,California,US,23-03-2020,23:19,39.03417539,-121.6945899,0,"Sutter, California, US",,
13812,0,0,0,6103,Tehama,California,US,23-03-2020,23:19,40.12570935,-122.2370171,0,"Tehama, California, US",,
13865,0,0,0,6105,Trinity,California,US,23-03-2020,23:19,40.6491767,-123.114713,0,"Trinity, California, US",,
13872,16,0,0,6107,Tulare,California,US,23-03-2020,23:19,36.22026558,-118.8020203,0,"Tulare, California, US",,
13875,0,0,0,6109,Tuolumne,California,US,23-03-2020,23:19,38.02644018,-119.9525093,0,"Tuolumne, California, US",,
13951,30,1,0,6111,Ventura,California,US,23-03-2020,23:19,34.44465746,-119.0910613,0,"Ventura, California, US",,
14190,6,1,0,6113,Yolo,California,US,23-03-2020,23:19,38.68278902,-121.9018288,0,"Yolo, California, US",,
14197,3,0,0,6115,Yuba,California,US,23-03-2020,23:19,39.26255932,-121.3535644,0,"Yuba, California, US",,
14472,135,2,0,6001,Alameda,California,US,24-03-2020,23:37,37.64629437,-121.8929271,0,"Alameda, California, US",,
14500,0,0,0,6003,Alpine,California,US,24-03-2020,23:37,38.59678594,-119.8223594,0,"Alpine, California, US",,
14501,2,0,0,6005,Amador,California,US,24-03-2020,23:37,38.44583082,-120.65696,0,"Amador, California, US",,
14777,2,0,0,6007,Butte,California,US,24-03-2020,23:37,39.66727762,-121.6005252,0,"Butte, California, US",,
14786,2,0,0,6009,Calaveras,California,US,24-03-2020,23:37,38.20537103,-120.552913,0,"Calaveras, California, US",,
15062,0,0,0,6011,Colusa,California,US,24-03-2020,23:37,39.17881957,-122.2331726,0,"Colusa, California, US",,
15071,86,1,0,6013,Contra Costa,California,US,24-03-2020,23:37,37.91923498,-121.9289527,0,"Contra Costa, California, US",,
15203,0,0,0,6015,Del Norte,California,US,24-03-2020,23:37,41.74228275,-123.8974063,0,"Del Norte, California, US",,
15305,2,0,0,6017,El Dorado,California,US,24-03-2020,23:37,38.77965956,-120.5233166,0,"El Dorado, California, US",,
15438,13,0,0,6019,Fresno,California,US,24-03-2020,23:37,36.75733899,-119.6466953,0,"Fresno, California, US",,
15499,0,0,0,6021,Glenn,California,US,24-03-2020,23:37,39.59875897,-122.3938452,0,"Glenn, California, US",,
15765,4,0,0,6023,Humboldt,California,US,24-03-2020,23:37,40.69923009,-123.876044,0,"Humboldt, California, US",,
15784,6,0,0,6025,Imperial,California,US,24-03-2020,23:37,33.0393082,-115.3669042,0,"Imperial, California, US",,
15789,0,0,0,6027,Inyo,California,US,24-03-2020,23:37,36.51112084,-117.4111978,0,"Inyo, California, US",,
15942,13,0,0,6029,Kern,California,US,24-03-2020,23:37,35.34329425,-118.7277796,0,"Kern, California, US",,
15959,0,0,0,6031,Kings,California,US,24-03-2020,23:37,36.07409056,-119.8159973,0,"Kings, California, US",,
16009,0,0,0,6033,Lake,California,US,24-03-2020,23:37,39.10124298,-122.7536244,0,"Lake, California, US",,
16044,0,0,0,6035,Lassen,California,US,24-03-2020,23:37,40.67311306,-120.5935099,0,"Lassen, California, US",,
16164,662,11,0,6037,Los Angeles,California,US,24-03-2020,23:37,34.30828379,-118.2282411,0,"Los Angeles, California, US",,
16201,6,0,0,6039,Madera,California,US,24-03-2020,23:37,37.21513971,-119.7665589,0,"Madera, California, US",,
16237,47,0,0,6041,Marin,California,US,24-03-2020,23:37,38.07122463,-122.7210631,0,"Marin, California, US",,
16256,0,0,0,6043,Mariposa,California,US,24-03-2020,23:37,37.57978556,-119.9073334,0,"Mariposa, California, US",,
16340,2,0,0,6045,Mendocino,California,US,24-03-2020,23:37,39.4381191,-123.3911313,0,"Mendocino, California, US",,
16344,1,0,0,6047,Merced,California,US,24-03-2020,23:37,37.18922369,-120.7209035,0,"Merced, California, US",,
16396,0,0,0,6049,Modoc,California,US,24-03-2020,23:37,41.58965602,-120.7244817,0,"Modoc, California, US",,
16401,1,0,0,6051,Mono,California,US,24-03-2020,23:37,37.93899289,-118.8872409,0,"Mono, California, US",,
16423,20,1,0,6053,Monterey,California,US,24-03-2020,23:37,36.21862405,-121.2413397,0,"Monterey, California, US",,
16490,2,0,0,6055,Napa,California,US,24-03-2020,23:37,38.50735751,-122.332839,0,"Napa, California, US",,
16507,3,0,0,6057,Nevada,California,US,24-03-2020,23:37,39.30394768,-120.7627281,0,"Nevada, California, US",,
16590,152,0,0,6059,Orange,California,US,24-03-2020,23:37,33.70147516,-117.7645998,0,"Orange, California, US",,
16735,20,1,0,6061,Placer,California,US,24-03-2020,23:37,39.06167234,-120.7240569,0,"Placer, California, US",,
16741,0,0,0,6063,Plumas,California,US,24-03-2020,23:37,40.00355989,-120.8395236,0,"Plumas, California, US",,
16887,57,6,0,6065,Riverside,California,US,24-03-2020,23:37,33.74314981,-115.9933578,0,"Riverside, California, US",,
16938,88,4,0,6067,Sacramento,California,US,24-03-2020,23:37,38.45106826,-121.3425374,0,"Sacramento, California, US",,
16953,6,1,0,6069,San Benito,California,US,24-03-2020,23:37,36.60308176,-121.069975,0,"San Benito, California, US",,
16954,31,0,0,6071,San Bernardino,California,US,24-03-2020,23:37,34.84060306,-116.1774685,0,"San Bernardino, California, US",,
16955,226,1,0,6073,San Diego,California,US,24-03-2020,23:37,33.03484597,-116.7365326,0,"San Diego, California, US",,
16956,152,0,0,6075,San Francisco,California,US,24-03-2020,23:37,37.75215114,-122.4385672,0,"San Francisco, California, US",,
16958,51,2,0,6077,San Joaquin,California,US,24-03-2020,23:37,37.93433732,-121.2730061,0,"San Joaquin, California, US",,
16963,42,0,0,6079,San Luis Obispo,California,US,24-03-2020,23:37,35.38822029,-120.4039028,0,"San Luis Obispo, California, US",,
16964,161,1,0,6081,San Mateo,California,US,24-03-2020,23:37,37.4228808,-122.3275546,0,"San Mateo, California, US",,
16976,18,0,0,6083,Santa Barbara,California,US,24-03-2020,23:37,34.65329488,-120.0188492,0,"Santa Barbara, California, US",,
16977,375,16,0,6085,Santa Clara,California,US,24-03-2020,23:37,37.23104908,-121.6970462,0,"Santa Clara, California, US",,
16979,22,0,0,6087,Santa Cruz,California,US,24-03-2020,23:37,37.05580291,-122.0066524,0,"Santa Cruz, California, US",,
17035,2,0,0,6089,Shasta,California,US,24-03-2020,23:37,40.76391419,-122.0396884,0,"Shasta, California, US",,
17062,0,0,0,6091,Sierra,California,US,24-03-2020,23:37,39.57713498,-120.5200701,0,"Sierra, California, US",,
17070,2,0,0,6093,Siskiyou,California,US,24-03-2020,23:37,41.59198861,-122.5407434,0,"Siskiyou, California, US",,
17084,21,0,0,6095,Solano,California,US,24-03-2020,23:37,38.26827353,-121.9357113,0,"Solano, California, US",,
17090,29,1,0,6097,Sonoma,California,US,24-03-2020,23:37,38.52746429,-122.8862506,0,"Sonoma, California, US",,
17128,11,0,0,6099,Stanislaus,California,US,24-03-2020,23:37,37.55862499,-120.9970722,0,"Stanislaus, California, US",,
17194,0,0,0,6101,Sutter,California,US,24-03-2020,23:37,39.03417539,-121.6945899,0,"Sutter, California, US",,
17225,0,0,0,6103,Tehama,California,US,24-03-2020,23:37,40.12570935,-122.2370171,0,"Tehama, California, US",,
17278,0,0,0,6105,Trinity,California,US,24-03-2020,23:37,40.6491767,-123.114713,0,"Trinity, California, US",,
17285,17,0,0,6107,Tulare,California,US,24-03-2020,23:37,36.22026558,-118.8020203,0,"Tulare, California, US",,
17288,0,0,0,6109,Tuolumne,California,US,24-03-2020,23:37,38.02644018,-119.9525093,0,"Tuolumne, California, US",,
17363,35,1,0,6111,Ventura,California,US,24-03-2020,23:37,34.44465746,-119.0910613,0,"Ventura, California, US",,
17602,8,1,0,6113,Yolo,California,US,24-03-2020,23:37,38.68278902,-121.9018288,0,"Yolo, California, US",,
17609,3,0,0,6115,Yuba,California,US,24-03-2020,23:37,39.26255932,-121.3535644,0,"Yuba, California, US",,
17888,135,2,0,6001,Alameda,California,US,25-03-2020,23:33,37.64629437,-121.8929271,0,"Alameda, California, US",,
17916,0,0,0,6003,Alpine,California,US,25-03-2020,23:33,38.59678594,-119.8223594,0,"Alpine, California, US",,
17917,2,0,0,6005,Amador,California,US,25-03-2020,23:33,38.44583082,-120.65696,0,"Amador, California, US",,
18193,4,0,0,6007,Butte,California,US,25-03-2020,23:33,39.66727762,-121.6005252,0,"Butte, California, US",,
18202,2,0,0,6009,Calaveras,California,US,25-03-2020,23:33,38.20537103,-120.552913,0,"Calaveras, California, US",,
18478,0,0,0,6011,Colusa,California,US,25-03-2020,23:33,39.17881957,-122.2331726,0,"Colusa, California, US",,
18487,108,1,0,6013,Contra Costa,California,US,25-03-2020,23:33,37.91923498,-121.9289527,0,"Contra Costa, California, US",,
18619,0,0,0,6015,Del Norte,California,US,25-03-2020,23:33,41.74228275,-123.8974063,0,"Del Norte, California, US",,
18721,3,0,0,6017,El Dorado,California,US,25-03-2020,23:33,38.77965956,-120.5233166,0,"El Dorado, California, US",,
18854,18,0,0,6019,Fresno,California,US,25-03-2020,23:33,36.75733899,-119.6466953,0,"Fresno, California, US",,
18915,0,0,0,6021,Glenn,California,US,25-03-2020,23:33,39.59875897,-122.3938452,0,"Glenn, California, US",,
19181,5,0,0,6023,Humboldt,California,US,25-03-2020,23:33,40.69923009,-123.876044,0,"Humboldt, California, US",,
19200,9,0,0,6025,Imperial,California,US,25-03-2020,23:33,33.0393082,-115.3669042,0,"Imperial, California, US",,
19205,1,0,0,6027,Inyo,California,US,25-03-2020,23:33,36.51112084,-117.4111978,0,"Inyo, California, US",,
19358,15,0,0,6029,Kern,California,US,25-03-2020,23:33,35.34329425,-118.7277796,0,"Kern, California, US",,
19375,0,0,0,6031,Kings,California,US,25-03-2020,23:33,36.07409056,-119.8159973,0,"Kings, California, US",,
19425,0,0,0,6033,Lake,California,US,25-03-2020,23:33,39.10124298,-122.7536244,0,"Lake, California, US",,
19460,0,0,0,6035,Lassen,California,US,25-03-2020,23:33,40.67311306,-120.5935099,0,"Lassen, California, US",,
19580,812,13,0,6037,Los Angeles,California,US,25-03-2020,23:33,34.30828379,-118.2282411,0,"Los Angeles, California, US",,
19617,6,0,0,6039,Madera,California,US,25-03-2020,23:33,37.21513971,-119.7665589,0,"Madera, California, US",,
19653,53,0,0,6041,Marin,California,US,25-03-2020,23:33,38.07122463,-122.7210631,0,"Marin, California, US",,
19672,0,0,0,6043,Mariposa,California,US,25-03-2020,23:33,37.57978556,-119.9073334,0,"Mariposa, California, US",,
19756,2,0,0,6045,Mendocino,California,US,25-03-2020,23:33,39.4381191,-123.3911313,0,"Mendocino, California, US",,
19760,2,0,0,6047,Merced,California,US,25-03-2020,23:33,37.18922369,-120.7209035,0,"Merced, California, US",,
19812,0,0,0,6049,Modoc,California,US,25-03-2020,23:33,41.58965602,-120.7244817,0,"Modoc, California, US",,
19817,4,0,0,6051,Mono,California,US,25-03-2020,23:33,37.93899289,-118.8872409,0,"Mono, California, US",,
19839,24,1,0,6053,Monterey,California,US,25-03-2020,23:33,36.21862405,-121.2413397,0,"Monterey, California, US",,
19906,2,0,0,6055,Napa,California,US,25-03-2020,23:33,38.50735751,-122.332839,0,"Napa, California, US",,
19923,4,0,0,6057,Nevada,California,US,25-03-2020,23:33,39.30394768,-120.7627281,0,"Nevada, California, US",,
20006,187,1,0,6059,Orange,California,US,25-03-2020,23:33,33.70147516,-117.7645998,0,"Orange, California, US",,
20151,30,1,0,6061,Placer,California,US,25-03-2020,23:33,39.06167234,-120.7240569,0,"Placer, California, US",,
20157,0,0,0,6063,Plumas,California,US,25-03-2020,23:33,40.00355989,-120.8395236,0,"Plumas, California, US",,
20303,68,7,0,6065,Riverside,California,US,25-03-2020,23:33,33.74314981,-115.9933578,0,"Riverside, California, US",,
20354,113,5,0,6067,Sacramento,California,US,25-03-2020,23:33,38.45106826,-121.3425374,0,"Sacramento, California, US",,
20369,7,1,0,6069,San Benito,California,US,25-03-2020,23:33,36.60308176,-121.069975,0,"San Benito, California, US",,
20370,38,1,0,6071,San Bernardino,California,US,25-03-2020,23:33,34.84060306,-116.1774685,0,"San Bernardino, California, US",,
20371,238,2,0,6073,San Diego,California,US,25-03-2020,23:33,33.03484597,-116.7365326,0,"San Diego, California, US",,
20372,178,1,0,6075,San Francisco,California,US,25-03-2020,23:33,37.75215114,-122.4385672,0,"San Francisco, California, US",,
20374,68,3,0,6077,San Joaquin,California,US,25-03-2020,23:33,37.93433732,-121.2730061,0,"San Joaquin, California, US",,
20379,46,0,0,6079,San Luis Obispo,California,US,25-03-2020,23:33,35.38822029,-120.4039028,0,"San Luis Obispo, California, US",,
20380,165,5,0,6081,San Mateo,California,US,25-03-2020,23:33,37.4228808,-122.3275546,0,"San Mateo, California, US",,
20392,24,0,0,6083,Santa Barbara,California,US,25-03-2020,23:33,34.65329488,-120.0188492,0,"Santa Barbara, California, US",,
20393,459,17,0,6085,Santa Clara,California,US,25-03-2020,23:33,37.23104908,-121.6970462,0,"Santa Clara, California, US",,
20395,24,0,0,6087,Santa Cruz,California,US,25-03-2020,23:33,37.05580291,-122.0066524,0,"Santa Cruz, California, US",,
20451,3,1,0,6089,Shasta,California,US,25-03-2020,23:33,40.76391419,-122.0396884,0,"Shasta, California, US",,
20478,0,0,0,6091,Sierra,California,US,25-03-2020,23:33,39.57713498,-120.5200701,0,"Sierra, California, US",,
20486,3,0,0,6093,Siskiyou,California,US,25-03-2020,23:33,41.59198861,-122.5407434,0,"Siskiyou, California, US",,
20500,24,0,0,6095,Solano,California,US,25-03-2020,23:33,38.26827353,-121.9357113,0,"Solano, California, US",,
20506,34,1,0,6097,Sonoma,California,US,25-03-2020,23:33,38.52746429,-122.8862506,0,"Sonoma, California, US",,
20544,12,0,0,6099,Stanislaus,California,US,25-03-2020,23:33,37.55862499,-120.9970722,0,"Stanislaus, California, US",,
20610,0,0,0,6101,Sutter,California,US,25-03-2020,23:33,39.03417539,-121.6945899,0,"Sutter, California, US",,
20641,0,0,0,6103,Tehama,California,US,25-03-2020,23:33,40.12570935,-122.2370171,0,"Tehama, California, US",,
20694,0,0,0,6105,Trinity,California,US,25-03-2020,23:33,40.6491767,-123.114713,0,"Trinity, California, US",,
20701,17,0,0,6107,Tulare,California,US,25-03-2020,23:33,36.22026558,-118.8020203,0,"Tulare, California, US",,
20704,0,0,0,6109,Tuolumne,California,US,25-03-2020,23:33,38.02644018,-119.9525093,0,"Tuolumne, California, US",,
20779,39,1,0,6111,Ventura,California,US,25-03-2020,23:33,34.44465746,-119.0910613,0,"Ventura, California, US",,
21018,10,1,0,6113,Yolo,California,US,25-03-2020,23:33,38.68278902,-121.9018288,0,"Yolo, California, US",,
21025,0,0,0,6115,Yuba,California,US,25-03-2020,23:33,39.26255932,-121.3535644,0,"Yuba, California, US",,
21308,178,4,0,6001,Alameda,California,US,26-03-2020,23:48,37.64629437,-121.8929271,0,"Alameda, California, US",,
